################
### Dynasty dynasty_adarfiruzen
################

lineofadarfiruzen1 = {
	name = Ramisht
	diplomacy = 5
	martial = 2
	stewardship = 10
	intrigue = 4
	learning = 5
	prowess = 5

	trait = greedy
	trait = lazy
	trait = temperate
	trait = education_stewardship_4

	6776.11.07 = {
	    birth = yes
	}
	6864.04.28 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez12 = {
	name = Khursand
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez7
	mother = lineofvisnarmaken7

	sexuality = heterosexual

	diplomacy = 6
	martial = 7
	stewardship = 5
	intrigue = 5
	learning = 3
	prowess = 4

	trait = gregarious
	trait = content
	trait = impatient
	trait = education_intrigue_2

	6776.07.01 = {
	    birth = yes
	}
	6798.05.26 = {  # Married at age 21
	    add_spouse = lineofvisnarmaken11
	}
	6856.08.04 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez13 = {
	name = Nazbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez6
	mother = lineofvisnarmaken6

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 4
	intrigue = 4
	learning = 3
	prowess = 7

	trait = shy
	trait = just
	trait = zealous
	trait = education_diplomacy_2

	6777.04.13 = {
	    birth = yes
	}
	6868.03.09 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez14 = {
	name = Zarmeher
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez8
	mother = lineofnamdarez6

	sexuality = asexual

	diplomacy = 6
	martial = 9
	stewardship = 2
	intrigue = 4
	learning = 8
	prowess = 6

	trait = chaste
	trait = shy
	trait = sadistic
	trait = education_learning_4

	6777.07.20 = {
	    birth = yes
	}
	6864.01.27 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez15 = {
	name = Dadfaruk
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez6
	mother = lineofvisnarmaken6

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 6
	intrigue = 4
	learning = 4
	prowess = 5

	trait = lustful
	trait = gregarious
	trait = vengeful
	trait = education_stewardship_3

	6778.08.07 = {
	    birth = yes
	}
	6780.11.24 = {  
	    death = { death_reason = death_ill }
	}
}

lineofmentarez16 = {
	name = Banuhuram
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez8
	mother = lineofnamdarez6

	sexuality = heterosexual

	diplomacy = 4
	martial = 3
	stewardship = 6
	intrigue = 7
	learning = 2
	prowess = 6

	trait = stubborn
	trait = cynical
	trait = patient
	trait = education_martial_1

	6778.12.16 = {
	    birth = yes
	}
	6869.05.25 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez17 = {
	name = Nekbakht
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez8
	mother = lineofnamdarez6

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 4
	intrigue = 5
	learning = 8
	prowess = 5

	trait = arbitrary
	trait = stubborn
	trait = impatient
	trait = education_learning_4

	6779.11.10 = {
	    birth = yes
	}
	6873.02.28 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez18 = {
	name = Shidush
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez9
	mother = lineoftarimez5

	sexuality = heterosexual

	diplomacy = 5
	martial = 7
	stewardship = 5
	intrigue = 4
	learning = 4
	prowess = 3

	trait = chaste
	trait = wrathful
	trait = greedy
	trait = education_intrigue_4

	6792.06.09 = {
	    birth = yes
	}
	6885.08.10 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez19 = {
	name = Keherafrid
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez9
	mother = lineoftarimez5

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 4
	intrigue = 2
	learning = 3
	prowess = 7

	trait = eccentric
	trait = cynical
	trait = shy
	trait = education_martial_2

	6793.05.24 = {
	    birth = yes
	}
	6874.12.01 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez20 = {
	name = Aspandad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez9
	mother = lineoftarimez5

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 2
	intrigue = 4
	learning = 5
	prowess = 4

	trait = chaste
	trait = deceitful
	trait = fickle
	trait = education_diplomacy_3

	6794.11.21 = {
	    birth = yes
	}
	6805.01.24 = {  
	    death = { death_reason = death_ill }
	}
}

lineofmentarez21 = {
	name = Daneshvar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez12
	mother = lineofvisnarmaken11

	sexuality = heterosexual

	diplomacy = 8
	martial = 1
	stewardship = 6
	intrigue = 7
	learning = 1
	prowess = 3

	trait = vengeful
	trait = temperate
	trait = lustful
	trait = education_intrigue_4

	6798.10.17 = {
	    birth = yes
	}
	6818.11.22 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken15
	}
	6878.04.13 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez22 = {
	name = Naheed
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez12
	mother = lineofvisnarmaken11

	sexuality = heterosexual

	diplomacy = 1
	martial = 6
	stewardship = 8
	intrigue = 7
	learning = 5
	prowess = 3

	trait = zealous
	trait = forgiving
	trait = trusting
	trait = education_martial_4

	6799.04.07 = {
	    birth = yes
	}
	6863.03.06 = {  
	    death = { death_reason = death_cancer }
	}
}

lineofmentarez23 = {
	name = Sarafraz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez12
	mother = lineofvisnarmaken11

	sexuality = heterosexual

	diplomacy = 1
	martial = 9
	stewardship = 3
	intrigue = 4
	learning = 6
	prowess = 3

	trait = gluttonous
	trait = wrathful
	trait = honest
	trait = education_learning_2

	6800.03.24 = {
	    birth = yes
	}
	6801.09.25 = {  
	    death = { death_reason = death_ill }
	}
}

lineofmentarez24 = {
	name = Bahman
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez21
	mother = lineofvisnarmaken15

	sexuality = heterosexual

	diplomacy = 6
	martial = 7
	stewardship = 2
	intrigue = 4
	learning = 6
	prowess = 3

	trait = lazy
	trait = vengeful
	trait = gregarious
	trait = education_martial_4

	6818.06.10 = {
	    birth = yes
	}
	6837.11.27 = {  # Married at age 19
	    add_spouse = lineoftarimez9
	}
	6912.02.22 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez25 = {
	name = Meherafraz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez21
	mother = lineofvisnarmaken15

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 3
	intrigue = 5
	learning = 8
	prowess = 5

	trait = stubborn
	trait = compassionate
	trait = cynical
	trait = education_learning_3

	6819.12.19 = {
	    birth = yes
	}
	6896.01.17 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez26 = {
	name = Roshan
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez21
	mother = lineofvisnarmaken15

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 3
	intrigue = 4
	learning = 4
	prowess = 6

	trait = zealous
	trait = eccentric
	trait = gluttonous
	trait = education_learning_2

	6820.11.28 = {
	    birth = yes
	}
	6901.04.04 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez27 = {
	name = Hoshedarmah
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez24
	mother = lineoftarimez9

	sexuality = heterosexual

	diplomacy = 4
	martial = 1
	stewardship = 1
	intrigue = 2
	learning = 5
	prowess = 1

	trait = diligent
	trait = just
	trait = shy
	trait = education_diplomacy_1

	6837.08.20 = {
	    birth = yes
	}
	6857.06.08 = {  # Married at age 19
	    add_spouse = lineofvisnarmaken39
	}
	6924.05.28 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez28 = {
	name = Khanvant
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez24
	mother = lineoftarimez9

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 6
	intrigue = 2
	learning = 4
	prowess = 4

	trait = humble
	trait = greedy
	trait = arbitrary
	trait = education_intrigue_4

	6838.10.13 = {
	    birth = yes
	}
	6859.03.18 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken32
	}
	6926.09.10 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez29 = {
	name = Farkhonda
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez24
	mother = lineoftarimez9

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 2
	intrigue = 1
	learning = 5
	prowess = 3

	trait = paranoid
	trait = calm
	trait = greedy
	trait = education_martial_3

	6839.06.22 = {
	    birth = yes
	}
	6921.11.27 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez30 = {
	name = Nekdel
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez27
	mother = lineofvisnarmaken39

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 3
	intrigue = 4
	learning = 4
	prowess = 6

	trait = patient
	trait = lustful
	trait = eccentric
	trait = education_martial_3

	6857.08.25 = {
	    birth = yes
	}
	6925.01.17 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez31 = {
	name = Jahanabad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez27
	mother = lineofvisnarmaken39

	sexuality = heterosexual

	diplomacy = 4
	martial = 1
	stewardship = 5
	intrigue = 1
	learning = 6
	prowess = 4

	trait = deceitful
	trait = sadistic
	trait = forgiving
	trait = education_stewardship_3

	6858.08.07 = {
	    birth = yes
	}
	6879.05.05 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken48
	}
	6932.01.26 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez32 = {
	name = Khudayar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez28
	mother = lineofvisnarmaken32

	sexuality = heterosexual

	diplomacy = 3
	martial = 2
	stewardship = 4
	intrigue = 3
	learning = 5
	prowess = 2

	trait = cynical
	trait = just
	trait = sadistic
	trait = education_diplomacy_3

	6859.05.05 = {
	    birth = yes
	}
	6879.06.07 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken44
	}
	6947.01.21 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez33 = {
	name = Sarafraz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez27
	mother = lineofvisnarmaken39

	sexuality = heterosexual

	diplomacy = 6
	martial = 6
	stewardship = 3
	intrigue = 5
	learning = 2
	prowess = 3

	trait = calm
	trait = content
	trait = craven
	trait = education_martial_2

	6859.08.23 = {
	    birth = yes
	}
	6908.04.14 = {  
	    death = { death_reason = death_murder }
	}
}

lineofmentarez34 = {
	name = Delnavaz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez28
	mother = lineofvisnarmaken32

	sexuality = heterosexual

	diplomacy = 9
	martial = 3
	stewardship = 2
	intrigue = 4
	learning = 3
	prowess = 7

	trait = cynical
	trait = patient
	trait = content
	trait = education_martial_2

	6860.05.12 = {
	    birth = yes
	}
	6943.04.22 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez35 = {
	name = Zaran
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez28
	mother = lineofvisnarmaken32

	sexuality = homosexual

	diplomacy = 5
	martial = 4
	stewardship = 5
	intrigue = 4
	learning = 5
	prowess = 5

	trait = patient
	trait = gregarious
	trait = fickle
	trait = education_diplomacy_4

	6861.09.16 = {
	    birth = yes
	}
	6952.03.26 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez36 = {
	name = Dadafarin
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez32
	mother = lineofvisnarmaken44

	sexuality = heterosexual

	diplomacy = 6
	martial = 1
	stewardship = 1
	intrigue = 5
	learning = 6
	prowess = 6

	trait = fickle
	trait = arbitrary
	trait = sadistic
	trait = education_martial_4

	6879.06.23 = {
	    birth = yes
	}
	6897.11.05 = {  # Married at age 18
	    add_spouse = lineofesrecarzen19
	}
	6958.03.04 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez37 = {
	name = Jahanabad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez31
	mother = lineofvisnarmaken48

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 3
	intrigue = 6
	learning = 6
	prowess = 4

	trait = temperate
	trait = greedy
	trait = cynical
	trait = education_intrigue_3

	6879.09.03 = {
	    birth = yes
	}
	6898.06.20 = {  # Married at age 18
	    add_spouse = lineofvisnarmaken56
	}
	6956.10.08 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez38 = {
	name = Naoshad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez32
	mother = lineofvisnarmaken44

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 6
	intrigue = 5
	learning = 1
	prowess = 4

	trait = lustful
	trait = gregarious
	trait = humble
	trait = education_stewardship_4

	6880.05.07 = {
	    birth = yes
	}
	6899.04.27 = {  # Married at age 18
	    add_spouse = lineofmentarez41
	}
	6961.07.07 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez39 = {
	name = Tahmasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez31
	mother = lineofvisnarmaken48

	sexuality = heterosexual

	diplomacy = 1
	martial = 9
	stewardship = 1
	intrigue = 1
	learning = 4
	prowess = 5

	trait = impatient
	trait = trusting
	trait = zealous
	trait = education_martial_3

	6880.05.28 = {
	    birth = yes
	}
	6900.10.01 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken66
	}
	6963.10.08 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez40 = {
	name = Meherzad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez32
	mother = lineofvisnarmaken44

	sexuality = heterosexual

	diplomacy = 4
	martial = 6
	stewardship = 4
	intrigue = 5
	learning = 3
	prowess = 7

	trait = greedy
	trait = lustful
	trait = zealous
	trait = education_intrigue_2

	6881.11.08 = {
	    birth = yes
	}
	6902.02.10 = {  # Married at age 20
	    add_spouse = lineoftarimez35
	}
	6959.01.14 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez41 = {
	name = Fahnik
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez31
	mother = lineofvisnarmaken48

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 5
	intrigue = 5
	learning = 3
	prowess = 4

	trait = ambitious
	trait = wrathful
	trait = patient
	trait = education_stewardship_3

	6881.11.13 = {
	    birth = yes
	}
	6942.01.18 = {  
	    death = { death_reason = death_cancer }
	}
}

lineofmentarez42 = {
	name = Aspantaman
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez36
	mother = lineofesrecarzen19

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 3
	intrigue = 3
	learning = 2
	prowess = 4

	trait = content
	trait = arrogant
	trait = gregarious
	trait = education_martial_2

	6897.06.22 = {
	    birth = yes
	}
	6958.03.09 = {  
	    death = { death_reason = death_drinking_passive }
	}
}

lineofmentarez43 = {
	name = Zarmeher
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez37
	mother = lineofvisnarmaken56

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 6
	intrigue = 2
	learning = 2
	prowess = 5

	trait = humble
	trait = wrathful
	trait = trusting
	trait = education_diplomacy_4

	6898.03.11 = {
	    birth = yes
	}
	6915.08.18 = {  # Married at age 17
	    add_spouse = lineoftarimez44
	}
	6984.07.18 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez44 = {
	name = Adarfiroz
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez36
	mother = lineofesrecarzen19

	sexuality = heterosexual

	diplomacy = 2
	martial = 4
	stewardship = 2
	intrigue = 5
	learning = 2
	prowess = 3

	trait = honest
	trait = brave
	trait = cynical
	trait = education_stewardship_3

	6898.11.14 = {
	    birth = yes
	}
	6957.08.24 = {  
	    death = { death_reason = death_giant }
	}
}

lineofmentarez45 = {
	name = Meherafraz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez37
	mother = lineofvisnarmaken56

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 6
	intrigue = 2
	learning = 4
	prowess = 3

	trait = impatient
	trait = lustful
	trait = callous
	trait = education_diplomacy_3

	6899.01.26 = {
	    birth = yes
	}
	6959.01.07 = {  
	    death = { death_reason = death_cancer }
	}
}

lineofmentarez46 = {
	name = Farrokhan
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez36
	mother = lineofesrecarzen19

	sexuality = heterosexual

	diplomacy = 8
	martial = 4
	stewardship = 2
	intrigue = 2
	learning = 1
	prowess = 3

	trait = chaste
	trait = gluttonous
	trait = humble
	trait = education_diplomacy_3

	6899.06.05 = {
	    birth = yes
	}
	6978.07.20 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofmentarez47 = {
	name = Bahram
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_mentarez
	father = lineofmentarez38
	mother = lineofmentarez41

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 8
	intrigue = 4
	learning = 4
	prowess = 4

	trait = brave
	trait = patient
	trait = ambitious
	trait = education_stewardship_3
